rowid,mapURL
152,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20-%20C%C3%A0%20Ph%C3%AA%20Th%E1%BA%A3o%20My&query_place_id=ChIJVVDRz0svdTERRCLExX7uSaI
153,https://www.google.com/maps/search/?api=1&query=Tr%C3%A9%20Tr%E1%BB%99n%20C%C3%B4%20Ri&query_place_id=ChIJBbM_nnEvdTERT5FGCI5jb0U
154,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Sinh%20T%E1%BB%91%20C%C3%A0%20Ph%C3%AA%20Bonna&query_place_id=ChIJl_jTgUovdTERP4gaOZyNRQw
155,https://www.google.com/maps/search/?api=1&query=C%C3%A0%20ph%C3%AA%20s%E1%BB%AFa%20t%C6%B0%C6%A1i%20s%C6%B0%C6%A1ng%20s%C3%A1o&query_place_id=ChIJici_y6svdTERBmZfsj6TrGo
156,https://www.google.com/maps/search/?api=1&query=Rika's%20Bar%20%26%20Coffee%20House&query_place_id=ChIJi7GezEgvdTER9UkOxcnC-F8
157,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20chi%C3%AAn%20mi%CC%80%20xa%CC%80o&query_place_id=ChIJLd--URwvdTERRih_e_JP_M8
158,https://www.google.com/maps/search/?api=1&query=Cafe%20B%E1%BB%87t%20%C4%90%C3%B4ng%20Du&query_place_id=ChIJq6qaZkYvdTERWl9aK-ROPNs
159,https://www.google.com/maps/search/?api=1&query=Thu%E1%BB%B3%20Ch%C3%A2u%20-%20Qu%C3%A1n%20c%C6%A1m%20v%C4%83n%20ph%C3%B2ng&query_place_id=ChIJJdt4kWQvdTER6I7XiGUeEMM
160,https://www.google.com/maps/search/?api=1&query=Ch%C3%A8%20Hoa%20-%20Tr%E1%BA%A7n%20Cao%20V%C3%A2n&query_place_id=ChIJi3QOp7svdTERHjiz3QJh3RE
161,https://www.google.com/maps/search/?api=1&query=Tacos%20%26%20Smoothie%20by%20B%E1%BA%BFp%20Inspire&query_place_id=ChIJMTQu5aUvdTERWgjlCoVhx0Q
162,https://www.google.com/maps/search/?api=1&query=STAY%20Coffee%20and%20Tea&query_place_id=ChIJ7x7S328pdTERITBas-0uGP0
163,https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20ti%E1%BA%BFu%20Nam%20Vang%20-%20B%C3%B2%20Kho&query_place_id=ChIJZRCBcvAvdTERM_wuL3qMCY8
164,https://www.google.com/maps/search/?api=1&query=M%C3%AC%20Qu%E1%BA%A3ng%20C%C3%B4%20S%C3%A1u%20%7C%20M%C3%AC%20Qu%E1%BA%A3ng%20Ngon%20Qu%E1%BA%ADn%201&query_place_id=ChIJb2nCIwApdTERee_k-_l-MTo
165,https://www.google.com/maps/search/?api=1&query=S%C3%B2%20%C4%91i%E1%BB%87p%20Nh%E1%BA%ADt%20n%C6%B0%E1%BB%9Bng%20-%20Quin%20Food%20Qu%E1%BA%ADn%201&query_place_id=ChIJmUrdvrQvdTER-EUjgKHle20
166,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20Ch%E1%BB%8B%20Em%20-%20C%C6%A1m%20%26%20B%C3%BAn%2C%20H%E1%BB%A7%20Ti%E1%BA%BFu&query_place_id=ChIJnS3Xnl8vdTERRbQoHeQHRzg
167,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20m%C3%AC%20chay%20Saigon&query_place_id=ChIJT8iHvXYvdTERww237FGLrWI
168,https://www.google.com/maps/search/?api=1&query=Bia%20%C4%90%E1%BB%A9c%20Eibauer%20-%2045%20%C4%90inh%20Ti%C3%AAn%20Ho%C3%A0ng&query_place_id=ChIJbemgLvQvdTERECS59_-uG-Q
169,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20c%C6%A1m%20b%C3%ACnh%20d%C3%A2n%2015B&query_place_id=ChIJmdV8JQApdTERDFfMrKIOmR8
170,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20%C4%90%E1%BB%93n%20%C4%90%E1%BA%A5t&query_place_id=ChIJJWkT_9svdTERKv13dPe4Vf4
171,https://www.google.com/maps/search/?api=1&query=B%E1%BB%9Dm%20B%C3%A1nh%20M%C3%AC%20%26%20Tr%C3%A0%20Ta&query_place_id=ChIJz4ejOusvdTERwTcCvvBkxhg
172,https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20ti%E1%BA%BFu%20c%C3%B4%20ch%C3%BA%20T%C3%A2m%20Y%C3%AAn%20SV%C4%90%20Hoa%20L%C6%B0&query_place_id=ChIJo7XDOAAvdTERIhrE7zoSRUA
173,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Gia%20B%E1%BA%A3o&query_place_id=ChIJjZ7gU2MvdTERpzZdqgS9pKU
174,https://www.google.com/maps/search/?api=1&query=HYKING%20Cafe%20And%20Food%20-%20Nguy%E1%BB%85n%20Th%E1%BB%8B%20Minh%20Khai&query_place_id=ChIJ74SshjQvdTER8j4LfGb521M
175,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20b%C3%A0%20ngo%E1%BA%A1i%20-%20Neighborhood%20Best%20Noodle%20Shop&query_place_id=ChIJrXHDGxQpdTERsMBJv8Sm_Yc
176,https://www.google.com/maps/search/?api=1&query=Quan%20Nem%20Restaurant&query_place_id=ChIJUwptZkovdTERb8uK4hxQ2jY
177,https://www.google.com/maps/search/?api=1&query=B%C3%B2%20B%C3%ADa%20c%C3%B4%20L%C3%BD&query_place_id=ChIJa_c74coodTERheudJbWdHTQ
178,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20nh%E1%BA%ADu%20t%C6%B0%20R%C3%B2m&query_place_id=ChIJp5yQqz0vdTERpcQzvFOrYqo
179,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20C%E1%BB%91%20%C4%90%C3%B4&query_place_id=ChIJ54j4E08vdTERgTJWCzc395I
180,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Th%C3%A0nh%20K%C3%BD&query_place_id=ChIJw_GG3MoodTERlcPoTDmpMFs
181,https://www.google.com/maps/search/?api=1&query=Ch%C3%BA%20Hospitality&query_place_id=ChIJ32mgFkYvdTERq5p8JfYrUCs
182,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20%C4%90%C3%B4ng%20Ph%C6%B0%C6%A1ng&query_place_id=ChIJsQzjxDUvdTERApbunzjDqc4
183,https://www.google.com/maps/search/?api=1&query=NB%20-%20B%C3%A1nh%20g%E1%BA%A1o%20topokki%20%26%20Khoai%20t%C3%A2y%20l%E1%BB%91c%20xo%C3%A1y&query_place_id=ChIJDTvVVIEpdTERsQYJq7CNVMs
184,https://www.google.com/maps/search/?api=1&query=G%E1%BB%8EI%20KH%C3%94%20B%C3%92%20-%20%C4%90inh%20Ti%C3%AAn%20Ho%C3%A0ng%20since%201982&query_place_id=ChIJse_7TDUvdTER2Bt_VvUj2hc
185,https://www.google.com/maps/search/?api=1&query=Dz%C3%A2n%20Dz%C3%A2n%20Qu%C3%A1n&query_place_id=ChIJv8_lX5gvdTERbmg4OoeedqY
186,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20m%C3%AC%20chay&query_place_id=ChIJ41uhHTUvdTER5Yv9tN_W8iM
187,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20D%C3%AC%20%C4%90%E1%BA%B9p&query_place_id=ChIJN6hackwvdTER6S-iXP47lu4
188,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Lan%20-%20H%E1%BB%A7%20t%C3%ADu%2C%20c%C6%A1m%20tr%C6%B0a%20v%C4%83n%20ph%C3%B2ng&query_place_id=ChIJF3txegAvdTERZIu2BSOhTDc
189,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20G%C3%A0%20%C4%82n%20L%C3%A0%20Ghi%E1%BB%81n&query_place_id=ChIJ0WrjV0kvdTER8chcanCQIq8
190,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m&query_place_id=ChIJY5wYwTUvdTERCPDcyP_NmQ4
191,https://www.google.com/maps/search/?api=1&query=Ph%C3%A1%20L%E1%BA%A5u%20B%E1%BB%91%20Gi%C3%A0&query_place_id=ChIJXzDNKTUvdTERfgw04hSXlOk
192,https://www.google.com/maps/search/?api=1&query=O%20H%C3%B2a%20-%20B%C3%A1nh%20canh%20c%C3%A1%20l%C3%B3c&query_place_id=ChIJBWpzJFcpdTER5SQsCUbm44s
193,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20chay%20Tr%C3%BAc%20S%C6%A1n&query_place_id=ChIJb_hFc9QvdTERq2BfyKW_DyY
194,https://www.google.com/maps/search/?api=1&query=M%C3%AC%20Qu%E1%BA%A3ng%203%20Anh%20Em&query_place_id=ChIJ87BTGAAvdTERxqKOS-nY-uI
195,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ri%C3%AAu%2C%20B%C3%BAn%20Ch%E1%BA%A3%2C%20B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BB%99c%20Gia%20-%20%E1%BA%A8m%20th%E1%BB%B1c%20H%C3%A0%20N%E1%BB%99i%20c%E1%BB%95&query_place_id=ChIJ5zERd-EvdTER2iK3dwvIZto
196,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C3%B4%20%C3%9At%20Hu%E1%BB%B3nh&query_place_id=ChIJTVB2POgvdTERziFBz58VetE
197,https://www.google.com/maps/search/?api=1&query=%E1%BA%A8m%20Th%E1%BB%B1c%20C%C6%A1m%20Chay%2C%20M%C3%AC%20Chay%20Healthy%20-%20Chay%20Express%20-%2018%20%C4%90inh%20Ti%C3%AAn%20Ho%C3%A0ng%20Qu%E1%BA%ADn%201&query_place_id=ChIJ55vgklAvdTERgf0kBTuZiN0
198,https://www.google.com/maps/search/?api=1&query=BREEZY%20GARDEN%20Food%20%26%20Beer&query_place_id=ChIJiUefWFQvdTER9pjh0k8EZt4
199,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Th%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng&query_place_id=ChIJf0jb_4svdTERp2TuNoxxBBU
200,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Ni%C3%AAu%20%C4%90%E1%BB%87%20Nh%E1%BA%A5t&query_place_id=ChIJT7oywp0vdTERFF7MGGu_3T4
201,https://www.google.com/maps/search/?api=1&query=Ch%C3%A8%20Th%C3%A1i%20Kim%E2%80%99s%20%E2%80%A2%20%C4%82n%20l%C3%A0%20th%C3%ADch%20ngay&query_place_id=ChIJN5vJmTspdTER-PPr8E6_NV8
202,https://www.google.com/maps/search/?api=1&query=%E1%BA%A8m%20Th%E1%BB%B1c%20Qu%C3%AA%20H%C6%B0%C6%A1ng%2079&query_place_id=ChIJ6y3r91ovdTEREgMPg88gWPI
203,https://www.google.com/maps/search/?api=1&query=99999&query_place_id=ChIJrbHmjXkvdTER4V1OSWOKbjI
204,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20c%C6%A1m%20t%E1%BA%A5m%20th%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng%20Ho%C3%A0ng%20%C3%81nh&query_place_id=ChIJkSIBTDopdTERE0nUw_00w4Y
205,https://www.google.com/maps/search/?api=1&query=COTA&query_place_id=ChIJdwAsuBcvdTERCM6FHbCpo9s
206,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20m%C3%AC%20ch%E1%BA%A3%20c%C3%A1%20n%C3%B3ng&query_place_id=ChIJARwLa7UodTERjFNoyvBU93c
207,https://www.google.com/maps/search/?api=1&query=Me%20Kim&query_place_id=ChIJ-Z1Oiy4vdTERa7JZpmIU43s
208,https://www.google.com/maps/search/?api=1&query=Co.opmart&query_place_id=ChIJ-53mhacpdTERZ5r-maXamhk
209,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ch%E1%BA%A3%20B%C3%A0%20B%C3%ADnh&query_place_id=ChIJaX03jMMvdTER9b8qJ4j8MNE
210,https://www.google.com/maps/search/?api=1&query=ORDER%20COM%20VIET&query_place_id=ChIJL2xU1zgvdTER8ThYIwtV4tc
211,https://www.google.com/maps/search/?api=1&query=MORI%20by%20TMTM&query_place_id=ChIJPa1fDlMvdTERcpaoeE3BwhE
212,https://www.google.com/maps/search/?api=1&query=Satrafoods%20L%C3%AA%20Th%C3%A1nh%20T%C3%B4n&query_place_id=ChIJUUkP1T4vdTERILLC4F8ivuE
213,https://www.google.com/maps/search/?api=1&query=Lunar%26Ember&query_place_id=ChIJ13t7jtXZdDERkNchi3IZsWg
214,https://www.google.com/maps/search/?api=1&query=Annam%20Gourmet%20Market&query_place_id=ChIJ8383b0AvdTERaCkriBprzgo
215,https://www.google.com/maps/search/?api=1&query=BALMY%20BISTRO&query_place_id=ChIJkWSshXwvdTER1uZQEox8elA
216,https://www.google.com/maps/search/?api=1&query=M%E1%BB%99t%20Ch%C3%ADn%20Ch%C3%ADn%20M%E1%BA%A5y&query_place_id=ChIJXR1_a0ovdTERI3-JleFwYs4
217,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Nh%C3%A0%20Lunchbox%20-%20Nguy%E1%BB%85n%20Th%E1%BB%8B%20Minh%20Khai&query_place_id=ChIJO9hy4FYvdTERLaak2R1N8DE
218,https://www.google.com/maps/search/?api=1&query=C%E1%BB%99ng%20Rau%20M%C3%A1%20-%20Nguy%E1%BB%85n%20B%E1%BB%89nh%20Khi%C3%AAm&query_place_id=ChIJKe3ESZkvdTERJEhHU41sCgA
219,https://www.google.com/maps/search/?api=1&query=Tay%20Ho%20Steamed%20Rice%20Paper%20Rolls&query_place_id=ChIJkXeWfgApdTERcqEndGve-cA
220,https://www.google.com/maps/search/?api=1&query=ALEDZO&query_place_id=ChIJ15F4wH4pdTERJl3xLYi6Yig
221,https://www.google.com/maps/search/?api=1&query=%C4%82n%20v%E1%BA%B7t%20R%C3%AD%20R%C3%AD&query_place_id=ChIJg0uUPrMpdTERF3CbIGj4-MY
222,https://www.google.com/maps/search/?api=1&query=Adam%20App%20JSC&query_place_id=ChIJcyCxbMsodTERmA0W-ni6Qdw
223,https://www.google.com/maps/search/?api=1&query=Su%E1%BA%A5t%20%C4%83n%20v%C4%83n%20ph%C3%B2ng%20Huge-Fam%20Catering&query_place_id=ChIJxeqpxM4vdTERVhMVHNTmW74
224,https://www.google.com/maps/search/?api=1&query=Fashionista%20Caf%C3%A9%20-%20Wine%20%26%20Dining&query_place_id=ChIJtyJfULsvdTERhCNrCN0Khf0
225,https://www.google.com/maps/search/?api=1&query=M%E1%BB%B3%20%C3%BD%20n%C3%BAp%20h%E1%BA%BBm%20Spaghetti%20Bolognese&query_place_id=ChIJLd_4W2MvdTER40AU7o9lt3k
226,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20th%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng%20H%C3%A0&query_place_id=ChIJmc1PHg8vdTERVgxL-NFUH3c
227,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ngon%20Mai%20Th%E1%BB%8B%20-%20%C4%90inh%20Ti%C3%AAn%20Ho%C3%A0ng&query_place_id=ChIJYb4EkEEvdTERBih0iHFGlOg
228,https://www.google.com/maps/search/?api=1&query=Ch%E1%BB%A3%20C%C3%B4%20%E1%BB%9At&query_place_id=ChIJzyuBGAspdTERM7v5sOpT9nY
229,https://www.google.com/maps/search/?api=1&query=Soumaki%20-%20Your%20Healthy%20Food%20Soulmate%20-%20L%C3%BD%20T%E1%BB%B1%20Tr%E1%BB%8Dng&query_place_id=ChIJeY0bNdkvdTERGLAOf8OY6c4
230,https://www.google.com/maps/search/?api=1&query=Bach%20Hoa%20Xanh%20(Big%20Supermarket)&query_place_id=ChIJASglEAApdTERAO85B92ent8
231,https://www.google.com/maps/search/?api=1&query=Fruit%20Crush%20-%20Tr%C3%A1i%20C%C3%A2y%20T%C6%B0%C6%A1i%20%26%20%C4%82n%20V%E1%BA%B7t%20-%20Qu%E1%BA%ADn%201&query_place_id=ChIJ2dXsTCopdTER-9Vzvny1p8Y
232,https://www.google.com/maps/search/?api=1&query=Elgin%20Saigon&query_place_id=ChIJg28NMpkvdTER8bcVhQjkJ9s
233,https://www.google.com/maps/search/?api=1&query=Berlin%20Original%20Deutsch%20(Berlin%20C%C4%83n%20Tin)&query_place_id=ChIJ6xTrbA4vdTERt3RfN2A_kRM
234,https://www.google.com/maps/search/?api=1&query=Ohla%20-%20%C4%90%E1%BA%B7c%20s%E1%BA%A3n%20tr%C3%A1i%20c%C3%A2y%20s%E1%BA%A5y%20d%E1%BA%BBo%20Vi%E1%BB%87t%20Nam&query_place_id=ChIJL8AzY0svdTERvz7b3GjzGyc
235,https://www.google.com/maps/search/?api=1&query=Paul%20Bakery&query_place_id=ChIJAWYCREcvdTERT9vzpqMyDiQ
236,https://www.google.com/maps/search/?api=1&query=X%E1%BA%BF%20Y%C3%AAu%20Shop&query_place_id=ChIJ70UttlMpdTERm7_AKk3FlQo
237,https://www.google.com/maps/search/?api=1&query=Th%E1%BB%8Bt%20B%C3%B2%20N%C6%B0%E1%BB%9Bng&query_place_id=ChIJl5wMkBcvdTERIsUdBMdh3k4
238,https://www.google.com/maps/search/?api=1&query=C%C6%A1%20S%E1%BB%9F%20S%E1%BA%A3n%20Xu%E1%BA%A5t%20B%C3%A1nh%20M%C3%AC%20D%E1%BA%ADu&query_place_id=ChIJtd69JxQvdTERvg6GUZZQu0Y
239,https://www.google.com/maps/search/?api=1&query=V%E1%BB%80%20B%E1%BB%9C%20QU%C3%81N%20%7C%20QU%C3%81N%20NH%E1%BA%ACU%20B%E1%BB%9C%20K%C3%88%20QU%E1%BA%ACN%201%20%7C%20QU%C3%81N%20NH%E1%BA%ACU%20VIEW%20S%C3%94NG&query_place_id=ChIJ0QZU2nIvdTERt8NPgXfcptU
240,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Chay%20Di%E1%BB%87u%20M%E1%BA%ABn&query_place_id=ChIJv_1GZVQpdTERHFVuYj1hdz8
241,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Ch%E1%BB%8B%20Khu%C3%AA&query_place_id=ChIJixmxtIEpdTERZ2P33L0QKdo
242,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20B%C3%A0%20C%E1%BB%A7i%20ch%E1%BB%A3%20B%E1%BA%BFn%20Th%C3%A0nh&query_place_id=ChIJhYI2XAAvdTERNOPR9KRIGjY
243,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20X%20-%20Clone&query_place_id=ChIJ-1x0NcwodTERLErdVjiZtVE
244,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20b%C3%B2%20O%20Vin&query_place_id=ChIJt8HTZ0IvdTEROENy7LT8hHE
245,https://www.google.com/maps/search/?api=1&query=X%C3%ADu%20m%E1%BA%A1i%20ch%C3%A9n%20Nha%20Trang&query_place_id=ChIJ908cZgApdTER_fzs8aEFuyo
246,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ri%C3%AAu%20-%20Canh%20B%C3%BAn%20C%C3%B4%20Th%E1%BA%AFm&query_place_id=ChIJzf8oq6UpdTERG3lKNf8VKLs
247,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%C3%AC%20Ch%E1%BA%A3%20C%C3%A1%20N%C3%B3ng&query_place_id=ChIJLWGKdp4pdTERWTuRv4DfMjw
248,https://www.google.com/maps/search/?api=1&query=H%26C%20Sushi%20House&query_place_id=ChIJQzJQw28ldTER-ls-Nx86Ank
249,https://www.google.com/maps/search/?api=1&query=B%C3%B2%20La%20C%C3%A0&query_place_id=ChIJx9DjFgAvdTERhyuOQ7ncyIg
250,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20Ki%C3%AAn%20Giang&query_place_id=ChIJ4aFAABAvdTERS4pgOtFyk9s
251,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20m%C3%AC%20C%C3%B4%20%C3%9At%20Tr%C3%A2m&query_place_id=ChIJuzU_xr4pdTERpHLONBHLCgo
252,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Thanh%20Xu%C3%A2n&query_place_id=ChIJ52nAixkvdTER2So1x0rQzyM
253,https://www.google.com/maps/search/?api=1&query=Ch%C3%A8%20%C4%91%E1%BA%ADu%20%C4%91en%20c%C3%B4%20Tuy%E1%BA%BFt%20C%E1%BA%A7n%20Th%C6%A1&query_place_id=ChIJ_wYZq_ovdTERGfuvBoOueHc
254,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Cu%E1%BB%91n%20N%C3%B3ng%20-%20B%C3%A0%20B%E1%BA%A3y%20H%E1%BA%A3i%20Ph%C3%B2ng&query_place_id=ChIJrXFAJPIpdTERVZrLScmR6so
255,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Halal&query_place_id=ChIJLahkrHgvdTERL0KcKcvWCjI
256,https://www.google.com/maps/search/?api=1&query=Note%20Cafe%20Khai&query_place_id=ChIJ-fsIqBovdTERiG3UCQResTo
257,https://www.google.com/maps/search/?api=1&query=Ch%C3%BA%20T%C3%B2n%20-%20C%C6%A1m%20g%C3%A0%20x%E1%BB%91i%20m%E1%BB%A1&query_place_id=ChIJ8cLfzHYvdTERjkogKmdmmC4
258,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20C%C3%B4%20Tuy%E1%BB%81n%20-%20B%E1%BA%BFn%20Th%C3%A0nh&query_place_id=ChIJb9WVDtkvdTERGDGLSYOoYiU
259,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20b%C3%B2%20-%20b%C3%A1nh%20canh%20cua%20c%C3%B4%20%C4%90i%E1%BB%87p&query_place_id=ChIJWXrPGwAvdTERQjZ9OIRaIuw
260,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20B%C3%B2%20Gia%20Truy%E1%BB%81n%20H%C3%A0%20N%E1%BB%99i&query_place_id=ChIJDYwmRBcvdTERqeVI-SKk97A
261,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20B%C3%B2%20Nh%C6%B0%20%C3%9D&query_place_id=ChIJkXr3JRcvdTERu5Rs-V8YTlE
262,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20%C4%90%E1%BB%A9c%20L%C3%B9n&query_place_id=ChIJN5kmHQApdTERjnVFZ_fNZeU
263,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20Nghi%E1%BB%87n&query_place_id=ChIJ4Vx2APEvdTERqwraSdo0k7M
264,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Ti%C3%AAu%20Ch%C3%BA%20D%C5%A9ng&query_place_id=ChIJ_TUtegwvdTER_wwc7YKXwqE
265,https://www.google.com/maps/search/?api=1&query=PIZZA%20PAOLO&query_place_id=ChIJK8GShlIvdTERNZ3BbAW_zaA
266,https://www.google.com/maps/search/?api=1&query=Bot%20chien&query_place_id=ChIJkzIVHJsvdTERURh3rFaTAT0
267,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20B%C3%BAn%20Gi%C3%B2%20Heo%20H%C3%B3c%20M%C3%B4n&query_place_id=ChIJ9TIOIBAvdTEROYViVWqDmzs
268,https://www.google.com/maps/search/?api=1&query=X%C3%B4i%20H%C3%A0%20Dung&query_place_id=ChIJxSCpJkEvdTERKDWNvc5lWsY
269,https://www.google.com/maps/search/?api=1&query=%E8%B6%8A%E5%8D%97%E8%83%A1%E5%BF%97%E6%98%8E%E5%B8%82&query_place_id=ChIJh7gyHYIvdTERhxSGw_aIrXM
270,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Tr%C3%A2m&query_place_id=ChIJvzOxp5svdTERqHBvJyGbR8k
271,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20ph%E1%BB%9F%20C%C3%B4%20T%C6%B0&query_place_id=ChIJo4G6_RAvdTERuaqbF563k8Q
272,https://www.google.com/maps/search/?api=1&query=M%C3%AC%20Ramen%20Udon%20Nh%E1%BA%ADt%20B%E1%BA%A3n&query_place_id=ChIJd-sTyj4vdTERHJJCwy1fLOg
273,https://www.google.com/maps/search/?api=1&query=Thanh%20Thuy%20Hotel&query_place_id=ChIJBVkpjT8vdTERyfwiq3Zdvyo
274,https://www.google.com/maps/search/?api=1&query=Bookworm's%20Coffee&query_place_id=ChIJtaR7ShYvdTERO7Lk_NuHdnU
275,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%26%20H%E1%BB%A7%20t%C3%ADu%20b%C3%B2%20vi%C3%AAn%20g%C3%A2n&query_place_id=ChIJyco8lIUvdTERSuVNzxYkW-A
276,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20G%E1%BB%8Fi%20G%C3%A0%20Nikita&query_place_id=ChIJfxWL6l8vdTERsuoAM9JVR4c
277,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20b%C3%B2%20Duy%20M%E1%BA%ADp&query_place_id=ChIJL1jRx6UvdTERp0EGx4oGvig
278,https://www.google.com/maps/search/?api=1&query=B%E1%BB%99t%20chi%C3%AAn%20%C3%B4ng%20gi%C3%A0&query_place_id=ChIJE1zGo5svdTERJpzTBf3qh9M
279,https://www.google.com/maps/search/?api=1&query=%C4%90i%E1%BB%83m%20T%C3%A2m%20134&query_place_id=ChIJH0Cc2z8vdTERLtK3LczaXRw
280,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20167%20B%C3%B9i%20Vi%E1%BB%87n&query_place_id=ChIJt5DirYIvdTERBgfjFUjRZKI
281,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Canh%20Cua&query_place_id=ChIJ4Q2pg7gvdTER0lrSTtuxFhI
282,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%C3%AC%20B%C3%AC%20C%C3%B4%20Thi%E1%BB%87t%20-%20C%E1%BB%ADa%20B%E1%BA%AFc&query_place_id=ChIJmalROQAvdTEROpffx6KT8xk
283,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20T%C3%ADa%20Lia&query_place_id=ChIJlZnio9gudTER5Gb1bOAuPJA
284,https://www.google.com/maps/search/?api=1&query=T%E1%BB%B1%20C%C3%A1%20Vi%C3%AAn%20Chi%C3%AAn%20N%C6%B0%E1%BB%9Bc%20M%E1%BA%AFm&query_place_id=ChIJ5VE3uR4vdTERImhWtZDSY80
285,https://www.google.com/maps/search/?api=1&query=BB%20Restaurant%20%7C%20Nh%C3%A0%20H%C3%A0ng%20Qu%E1%BA%ADn%201%20%7C%20%C4%90%E1%BA%B7t%20ti%E1%BB%87c%20Qu%E1%BA%ADn%201&query_place_id=ChIJPZxk9QYvdTER572kEFw_gh4
286,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20G%C3%A0%20X%E1%BB%91i%20M%E1%BB%A1%20-%205T%20BOX&query_place_id=ChIJdU1XIqQvdTERCnonFX6WGy4
287,https://www.google.com/maps/search/?api=1&query=Chocolate%20Figo%20-%20Vietnamese%20Chocolate&query_place_id=ChIJLWzl90oodTERuHDMtJ4UGLQ
288,https://www.google.com/maps/search/?api=1&query=Deliany%20Nguy%E1%BB%85n%20Tr%C3%A3i&query_place_id=ChIJUeX1tRQvdTERv50HbTeVjFo
289,https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Tre%20Xanh&query_place_id=ChIJL-eUq2ovdTERfu1AB5pfcq0
